﻿language,unit,word,definition
"אנגלית","1","underneath","מתחת"
"אנגלית","1","undoubtedly","ללא ספק"
"אנגלית","1","unless","אלא אם כן"
"אנגלית","1","unlike","שלא כמו"
"אנגלית","1","until","עד ש-"
"אנגלית","1","until now","עד עתה"
"אנגלית","1","up","למעלה"
"אנגלית","1","upon","על"
"אנגלית","1","upside down","הפוך"
"אנגלית","1","usually","בדרך-כלל"
"אנגלית","1","vice versa","להיפך"
"אנגלית","1","what","מה, איזה"
"אנגלית","1","when","כאשר, כש-"
"אנגלית","1","whenever","כש-, מתישהו"
"אנגלית","1","where","היכן, איפה"
"אנגלית","1","where","בעוד ש-"
"אנגלית","1","whereas","בעוד ש-"
"אנגלית","1","wherever","בכל מקום, לא משנה היכן"
"אנגלית","1","whether... or…","בין אם... או..."
"אנגלית","1","which","איזה"
"אנגלית","1","which","אשר, ש-"
"אנגלית","1","while","כל עוד"
"אנגלית","1","while","בזמן ש-"
"אנגלית","1","who","מי, ש-"
"אנגלית","1","whom","מי"
"אנגלית","1","whose","אשר לו, אשר הוא"
"אנגלית","1","why","מדוע"
"אנגלית","1","with","באמצעות, עם"
"אנגלית","1","within","בתוך"
"אנגלית","1","without","מבלי, ללא"
"אנגלית","1","yet","עדיין, בכל זאת"
"אנגלית","1","yet","אך, אולם"
"אנגלית","2","ability","יכולת"
"אנגלית","2","able","יכול, מסוגל"
"אנגלית","2","accept","לקבל"
"אנגלית","2","acceptable","מקובל"
"אנגלית","2","acceptance","הסכמה"
"אנגלית","2","accident","תאונה"
"אנגלית","2","achieve","להשיג"
"אנגלית","2","activate","להפעיל"
"אנגלית","2","active","פעיל"
"אנגלית","2","actor","שחקן"
"אנגלית","2","actual","ממשי"
"אנגלית","2","actually","למעשה"
"אנגלית","2","addition","תוספת, הוספה"
"אנגלית","2","address","לפנות, לטפל"
"אנגלית","2","address","כתובת"
"אנגלית","2","adjust","להתרגל"
"אנגלית","2","adjust","לכוונן"
"אנגלית","2","afford","יכל לעמוד בהוצאות"
"אנגלית","2","afraid","מפחד"
"אנגלית","2","agree","להסכים"
"אנגלית","2","agreement","הסכם"
"אנגלית","2","aim","לכוון, מטרה"
"אנגלית","2","alarm","דאגה, להדאיג"
"אנגלית","2","alarm","אזעקה"
"אנגלית","2","alive","חי"
"אנגלית","2","almost","כמעט"
"אנגלית","2","alone","לבד"
"אנגלית","2","alternate","התחלף, עבר מדבר אחד לשני וחזרה"
"אנגלית","2","alternate","חלופי"
"אנגלית","2","altogether","לגמרי"
"אנגלית","2","ambassador","שגריר"
"אנגלית","2","ambiguous","דו משמעי, לא לגמרי ברור"
"אנגלית","2","amount","כמות"
"אנגלית","2","anger","כעס, להכעיס"
"אנגלית","2","angry","כועס"
"אנגלית","2","animal","חיה"
"אנגלית","2","another","נוסף"
"אנגלית","2","another","אחר"
"אנגלית","2","answer","תשובה"
"אנגלית","2","apart","בנפרד"
"אנגלית","2","apology","התנצלות"
"אנגלית","2","appear","להופיע"
"אנגלית","2","appear","נראה ש-"
"אנגלית","2","appearance","מראה, הופעה"
"אנגלית","2","appropriate","מתאים"
"אנגלית","2","approve","לאשר"
"אנגלית","2","architect","ארכיטקט"
"אנגלית","2","architecture","אדריכלות, ארכיטקטורה"
"אנגלית","2","area","אזור, תחום"
"אנגלית","2","argue","להתווכח"
"אנגלית","2","argument","ויכוח"
"אנגלית","2","aristocrat","אציל, אריסטוקרט"
"אנגלית","2","arm","לחמש"
"אנגלית","2","arm","זרוע"
"אנגלית","2","army","צבא"
"אנגלית","2","around","בערך"
"אנגלית","2","arrange","לסדר"
"אנגלית","2","arrest","מעצר, לעצור"
"אנגלית","2","arrive","להגיע"
"אנגלית","2","art","אמנות"
"אנגלית","2","article","פריט"
"אנגלית","2","article","מאמר"
"אנגלית","2","articulate","רהוט"
"אנגלית","2","articulate","להביע"
"אנגלית","2","artist","אמן"
"אנגלית","2","artistic","אמנותי"
"אנגלית","2","as far as","לגבי, בכל הנוגע ל-"
"אנגלית","2","as proof of","כהוכחה ל-"
"אנגלית","2","ask","לשאול"
"אנגלית","2","asked for","ביקש"
"אנגלית","2","associate","לקשר"
"אנגלית","2","association","אסוציאציה"
"אנגלית","2","association","איגוד"
"אנגלית","2","assume","להניח"
"אנגלית","2","assumption","הנחה"
"אנגלית","2","at least","לפחות"
"אנגלית","2","athlete","ספורטאי, אתלט"
"אנגלית","2","attach","לחבר, ליחס"
"אנגלית","2","attack","לתקוף, מתקפה"
"אנגלית","2","attempt","ניסיון"
"אנגלית","2","attitude","גישה"
"אנגלית","2","attract","למשוך"
"אנגלית","2","attraction","משיכה"
"אנגלית","2","attractive","נאה, מושך"
"אנגלית","2","audience","קהל"
"אנגלית","2","authentic","מקורי, אותנטי"
"אנגלית","2","availability","זמינות"
"אנגלית","2","available","זמין"
"אנגלית","2","average","ממוצע, רגיל"
"אנגלית","2","avoid","להתחמק, להימנע"
"אנגלית","2","awake","ער, להתעורר"
"אנגלית","2","bacteria","חיידקים"
"אנגלית","2","badly","נואשות, קשות"
"אנגלית","2","baker","אופה"
"אנגלית","2","band","להקה"
"אנגלית","2","band","לחבוש, תחבושת, רצועה"
"אנגלית","2","barely","בקושי"
"אנגלית","2","base","בסיס"
"אנגלית","2","bat","עטלף"
"אנגלית","2","bat","מחבט"
"אנגלית","2","bath","אמבטיה, להתרחץ"
"אנגלית","2","battle","מאבק, להיאבק"
"אנגלית","2","beach","חוף ים"
"אנגלית","2","bear","דוב"
"אנגלית","2","bear","לסבול, לשאת"
"אנגלית","2","beauty","יופי"
"אנגלית","2","bedroom","חדר שינה"
"אנגלית","2","begin/an/un","להתחיל / התחיל / התחיל"
"אנגלית","2","beginning","התחלה"
"אנגלית","2","belong","שייך"
"אנגלית","2","best","הכי טוב"
"אנגלית","2","best-seller","רב-מכר"
"אנגלית","2","better","טוב יותר"
"אנגלית","2","bicycle","אופניים"
"אנגלית","2","birth","לידה"
"אנגלית","2","bite","לנשוך, נשיכה"
"אנגלית","2","bizarre","מוזר"
"אנגלית","2","blind","עיוור"
"אנגלית","2","block","לבנה, גוש, חלק"
"אנגלית","2","block","חסימה"
"אנגלית","2","blood","דם"
"אנגלית","2","blood vessel","כלי דם"
"אנגלית","2","blow, blew","לנשוף, נשף"
"אנגלית","2","blow, blew","לפוצץ, פוצץ"
"אנגלית","2","boat","סירה"
"אנגלית","2","body","גוויה, גוף"
"אנגלית","2","bone","עצם"
"אנגלית","2","border","גבול"
"אנגלית","2","boring","משעמם"
"אנגלית","2","bottle","בקבוק"
"אנגלית","2","bottom","תחתית"
"אנגלית","2","bottom","ישבן"
"אנגלית","2","bought","קנה"
"אנגלית","2","brain","מוח, שכל"
"אנגלית","2","brainwash","לשטוף את המח"
"אנגלית","2","brave","אמיץ"
"אנגלית","2","bread","לחם"
"אנגלית","2","break","לשבור"
"אנגלית","2","breathe","לנשום"
"אנגלית","2","bridge","גשר, לגשר"
"אנגלית","2","broad","נרחב"
"אנגלית","2","budget","תקציב, לתקצב"
"אנגלית","2","build","לבנות"
"אנגלית","2","build","מבנה"
"אנגלית","2","building","בניין"
"אנגלית","2","built","לבנות"
"אנגלית","2","bullet","קליע"
"אנגלית","2","by","באמצעות, על-ידי"
"אנגלית","2","call","לקרוא, להתקשר"
"אנגלית","2","camera","מצלמה"
"אנגלית","2","care","לחבב"
"אנגלית","2","care","לדאוג, לטפל"
"אנגלית","2","carefully","בזהירות"
"אנגלית","2","careless","לא זהיר, רשלני"
"אנגלית","2","carry","לסחוב"
"אנגלית","2","catalogue","קטלוג, רשימת פריטים"
"אנגלית","2","catch, caught","לתפוס, תפס"
"אנגלית","2","cause","מטרה"
"אנגלית","2","cause","גורם, סיבה"
"אנגלית","2","cell","תא"
"אנגלית","2","center","מרכז"
"אנגלית","2","central","מרכזי"
"אנגלית","2","challenge","לאתגר"
"אנגלית","2","challenge","אתגר"
"אנגלית","2","chance","סיכוי"
"אנגלית","2","change","עודף"
"אנגלית","2","change","שינוי, לשנות"
"אנגלית","2","characterize","לאפיין"
"אנגלית","2","cheap","זול"
"אנגלית","2","check","לבדוק"
"אנגלית","2","child","ילד"
"אנגלית","2","childhood","ילדות"
"אנגלית","2","children","ילדים"
"אנגלית","2","circle","להקיף בעיגול"
"אנגלית","2","circle","מעגל"
"אנגלית","2","clean","נקי, לנקות"
"אנגלית","2","clever","פיקח"
"אנגלית","2","climb","לטפס"
"אנגלית","2","clock","שעון"
"אנגלית","2","close","סגור, לסגור"
"אנגלית","2","cloth","בגד, בד"
"אנגלית","2","coach","מאמן, לאמן, להדריך"
"אנגלית","2","coach","קרון נוסעים, כרכרה, מחלקת תיירים (במטוס)"
"אנגלית","2","code","קוד"
"אנגלית","2","coexist","להתקיים בשותפות"
"אנגלית","2","coin","מטבע"
"אנגלית","2","cold","קר, התקררות"
"אנגלית","2","colonial","קולוניאלי"
"אנגלית","2","color","לצבוע"
"אנגלית","2","color","צבע"
"אנגלית","2","complain","להתלונן"
"אנגלית","2","complete","כולל"
"אנגלית","2","complete","להשלים"
"אנגלית","2","consist","מורכב מ-"
"אנגלית","2","contact","ליצור קשר, מגע"
"אנגלית","2","continue","להמשיך"
"אנגלית","2","continuity","המשכיות, רצף הגיוני"
"אנגלית","2","continuous","מתמשך"
"אנגלית","2","control","לוח בקרה, פיקוח"
"אנגלית","2","control","שליטה, לשלוט"
"אנגלית","2","cool","לצנן, צונן"
"אנגלית","2","copies","עותקים"
"אנגלית","2","copy","להעתיק"
"אנגלית","2","corner","פינה, לדחוק לפינה"
"אנגלית","2","correct","לתקן"
"אנגלית","2","correct","נכון"
"אנגלית","2","cost","מחיר, עלות"
"אנגלית","2","costly","יקר"
"אנגלית","2","count","לספור"
"אנגלית","2","count","רוזן"
"אנגלית","2","country","ארץ"
"אנגלית","2","country","כפר, אזור"
"אנגלית","2","cover","כיסוי, מכסה"
"אנגלית","2","cow","פרה"
"אנגלית","2","culture","תרבות"
"אנגלית","2","dance","לרקוד"
"אנגלית","2","danger","סכנה, לסכן"
"אנגלית","2","dangerous","מסוכן"
"אנגלית","2","daughter","בת"
"אנגלית","2","death","מוות"
"אנגלית","2","deep","עמוק"
"אנגלית","2","deeply","מאוד, במידה רבה"
"אנגלית","2","define","להגדיר"
"אנגלית","2","definite","מוחלט"
"אנגלית","2","delete","למחוק"
"אנגלית","2","desert","מדבר"
"אנגלית","2","desert","לנטוש"
"אנגלית","2","devastate","להחריב"
"אנגלית","2","die","מת, למות"
"אנגלית","2","die (dice)","קובייה (קוביות)"
"אנגלית","2","difficult","קשה"
"אנגלית","2","dirty","מלוכלך"
"אנגלית","2","diverse","מגוון"
"אנגלית","2","done","גמור, עשוי"
"אנגלית","2","dream","חלום, לחלום"
"אנגלית","2","drink","לשתות, משקה"
"אנגלית","2","drug","סם, תרופה, לסמם"
"אנגלית","2","due","צריך להיעשות, זמנו הגיע"
"אנגלית","2","due","בשל"
"אנגלית","2","early","מוקדם"
"אנגלית","2","earth","אדמה"
"אנגלית","2","Earth","כדור הארץ"
"אנגלית","2","earthquake","רעידת אדמה"
"אנגלית","2","educate","לחנך"
"אנגלית","2","education","השכלה"
"אנגלית","2","empty","ריק, לרוקן"
"אנגלית","2","enemy","אויב"
"אנגלית","2","energy","אנרגיה, כוח"
"אנגלית","2","enjoy","ליהנות"
"אנגלית","2","enjoyable","מהנה"
"אנגלית","2","enter","נכנס"
"אנגלית","2","error","שגיאה"
"אנגלית","2","escape","לברוח, בריחה"
"אנגלית","2","evening","ערב"
"אנגלית","2","event","אירוע"
"אנגלית","2","exact","מדויק"
"אנגלית","2","exactly","בדיוק"
"אנגלית","2","example","דוגמה"
"אנגלית","2","excessive","יתר, מוגזם"
"אנגלית","2","expert","מומחה"
"אנגלית","2","extinct","נכחד"
"אנגלית","2","fact","עובדה"
"אנגלית","2","false","שקר"
"אנגלית","2","farm","חווה"
"אנגלית","2","farmer","חוואי"
"אנגלית","2","father","אבא"
"אנגלית","2","fear","פחד, לפחד"
"אנגלית","2","feel","להרגיש"
"אנגלית","2","feeling","הרגשה"
"אנגלית","2","few","מעט"
"אנגלית","2","field","תחום, שדה"
"אנגלית","2","find","למצוא"
"אנגלית","2","findings","ממצאים"
"אנגלית","2","finger","אצבע"
"אנגלית","2","fire","לפטר"
"אנגלית","2","fire","אש, להצית"
"אנגלית","2","fire","לירות"
"אנגלית","2","fix","לתקן"
"אנגלית","2","flower","פרח"
"אנגלית","2","forget","לשכוח"
"אנגלית","2","friend","חבר"
"אנגלית","2","friendly","ידידותי"
"אנגלית","2","friendship","חברות"
"אנגלית","2","front","חזית, להתעמת"
"אנגלית","2","full","מלא, למלא"
"אנגלית","2","gain","להרוויח, להוסיף"
"אנגלית","2","glad","שמח"
"אנגלית","2","gradual","הדרגתי"
"אנגלית","2","great","גדול, מעולה"
"אנגלית","2","half","חצי"
"אנגלית","2","hand","יד"
"אנגלית","2","hand","למסור"
"אנגלית","2","hear","לשמוע"
"אנגלית","2","hearsay","שמועה"
"אנגלית","2","heat","חום, לחמם"
"אנגלית","2","hero","גיבור"
"אנגלית","2","horse","סוס"
"אנגלית","2","hot","חם"
"אנגלית","2","hot","חריף"
"אנגלית","2","house","לשכן"
"אנגלית","2","house","בית"
"אנגלית","2","impartial","אוביקטיבי, ללא צד"
"אנגלית","2","inconsistent","לא עקבי"
"אנגלית","2","insert","להכניס"
"אנגלית","2","jump","לקפוץ"
"אנגלית","2","just","מדויק, אמיתי"
"אנגלית","2","just","צודק, הוגן"
"אנגלית","2","just","רק, בלבד"
"אנגלית","2","kill","להרוג, לחסל, הרג"
"אנגלית","2","king","מלך"
"אנגלית","2","kingdom","ממלכה"
"אנגלית","2","kitchen","מטבח"
"אנגלית","2","last","המשיך, החזיק מעמד"
"אנגלית","2","late","מאוחר, לאחר"
"אנגלית","2","light","קל"
"אנגלית","2","light","אור"
"אנגלית","2","like","לחבב, להעדיף"
"אנגלית","2","list","רשימה, להכין רשימה"
"אנגלית","2","lock","מנעול, לנעול"
"אנגלית","2","logic","הגיון"
"אנגלית","2","main","עיקרי"
"אנגלית","2","map","מפה, למפות"
"אנגלית","2","mark","לסמן"
"אנגלית","2","maybe","אולי"
"אנגלית","2","meeting","פגישה"
"אנגלית","2","member","חבר (בקבוצה מסוימת)"
"אנגלית","2","milk","חלב, לחלוב"
"אנגלית","2","mistake","טעות"
"אנגלית","2","mistaken","שגוי, לטעות"
"אנגלית","2","money","כסף"
"אנגלית","2","move","לזוז, לעבור"
"אנגלית","2","movement","תנועה"
"אנגלית","2","must","חייב, חובה, הכרח"
"אנגלית","2","number","מספר"
"אנגלית","2","once","פעם אחת"
"אנגלית","2","open","לפתוח, פתוח"
"אנגלית","2","over","מחדש, שוב"
"אנגלית","2","paragraph","פִסקה"
"אנגלית","2","pay","לשלם"
"אנגלית","2","peace","שלום"
"אנגלית","2","peaceful","שָׁלֵו, שקט"
"אנגלית","2","pilot","טייס"
"אנגלית","2","place","מקום, למקם"
"אנגלית","2","plan","לתכנן"
"אנגלית","2","plan","תכנית"
"אנגלית","2","plane","מטוס"
"אנגלית","2","plane","מישור"
"אנגלית","2","president","נשיא"
"אנגלית","2","price","מחיר"
"אנגלית","2","primary","יסודי, עיקרי"
"אנגלית","2","problem","בעיה"
"אנגלית","2","program","תכנית"
"אנגלית","2","program","תכניה"
"אנגלית","2","program","לתכנת"
"אנגלית","2","queen","מלכה"
"אנגלית","2","question","להטיל ספק"
"אנגלית","2","question","שאלה"
"אנגלית","2","quick","זריז"
"אנגלית","2","rates","שיעור , היקף, תעריף"
"אנגלית","2","rather","למדי"
"אנגלית","2","react","להגיב"
"אנגלית","2","region","מחוז, אזור"
"אנגלית","2","register","להירשם"
"אנגלית","2","registration","הרשמה"
"אנגלית","2","reject","לדחות"
"אנגלית","2","rest","מנוחה"
"אנגלית","2","rest","יתר, שאר"
"אנגלית","2","rich","עשיר"
"אנגלית","2","right","זכות"
"אנגלית","2","risk","סיכון, לסכן"
"אנגלית","2","river","נהר"
"אנגלית","2","road","דרך"
"אנגלית","2","safe","בטוח"
"אנגלית","2","safety","בטיחות"
"אנגלית","2","save","לשמור"
"אנגלית","2","scare","פחד, להפחיד"
"אנגלית","2","school","בית-ספר"
"אנגלית","2","search","חיפוש, לחפש"
"אנגלית","2","select","לבחור"
"אנגלית","2","sell","למכור"
"אנגלית","2","send","לשלוח"
"אנגלית","2","several","אחדים, כמה"
"אנגלית","2","short","קצר"
"אנגלית","2","shortage","מחסור"
"אנגלית","2","side","צד, לצודד, לתמוך"
"אנגלית","2","sleep","שינה"
"אנגלית","2","sleep","לישון"
"אנגלית","2","slow","איטי, לאט"
"אנגלית","2","slow down","להאט"
"אנגלית","2","so","כל-כך, מאוד"
"אנגלית","2","space","חלל"
"אנגלית","2","space","רווח"
"אנגלית","2","speed","מהירות"
"אנגלית","2","start","להתחיל"
"אנגלית","2","still","נייח, דומם, שקט"
"אנגלית","2","stone","אבן"
"אנגלית","2","strong","חזק"
"אנגלית","2","stronghold","מאחז"
"אנגלית","2","system","מערכת"
"אנגלית","2","system","שיטה"
"אנגלית","2","target","מטרה"
"אנגלית","2","teach, taught","ללמד, לימד"
"אנגלית","2","think, thought","לחשוב, חשב"
"אנגלית","2","time","זמן"
"אנגלית","2","totally","לחלוטין"
"אנגלית","2","town","עיר, עיירה"
"אנגלית","2","understand","להבין"
"אנגלית","2","unusual","בלתי רגיל, יוצא דופן"
"אנגלית","2","use","תועלת, תכלית"
"אנגלית","2","use","לנצל"
"אנגלית","2","use","להשתמש"
"אנגלית","2","useful","שימושי"
"אנגלית","2","useless","חסר תועלת"
"אנגלית","2","usual","רגיל"
"אנגלית","2","valuable","יקר ערך"
"אנגלית","2","value","ערך, להעריך"
"אנגלית","2","view","לראות"
"אנגלית","2","view","נוף, שדה ראיה"
"אנגלית","2","viewer","צופה"
"אנגלית","2","visit","לבקר"
"אנגלית","2","visitor","אורח, מבקר"
"אנגלית","2","voice","קול, להשמיע קול"
"אנגלית","2","wait","להמתין, המתנה"
"אנגלית","2","way","דרך"
"אנגלית","2","weather","מזג אוויר"
"אנגלית","3","abrupt","פתאומי"
"אנגלית","3","absolute","מוחלט"
"אנגלית","3","accessible","נגיש, זמין"
"אנגלית","3","accomplish","להשלים, להשיג"
"אנגלית","3","accomplished","מומחה, מעולה"
"אנגלית","3","accomplishment","הישג"
"אנגלית","3","account","להתחשב ב-, להתייחס ל-"
"אנגלית","3","account","חשבון"
"אנגלית","3","accuracy","דיוק"
"אנגלית","3","accurate","מדויק"
"אנגלית","3","activist","פעיל, אקטיביסט"
"אנגלית","3","adapt","להתאים"
"אנגלית","3","adapt","לעבד"
"אנגלית","3","adapt","להסתגל"
"אנגלית","3","administer","לנהל, לפקח"
"אנגלית","3","administer","לתת, לחלק"
"אנגלית","3","administration","מנהל"
"אנגלית","3","admit","להודות"
"אנגלית","3","admit","להכניס, לקבל לתוך קבוצה"
"אנגלית","3","adult","מבוגר"
"אנגלית","3","adulthood","בגרות"
"אנגלית","3","advance","מתקדם"
"אנגלית","3","advancement","התקדמות"
"אנגלית","3","advancement","מקדמה"
"אנגלית","3","advantage","יתרון"
"אנגלית","3","advice","עצה"
"אנגלית","3","advise","לייעץ"
"אנגלית","3","advisor","יועץ"
"אנגלית","3","aesthetic","אסתטיקה"
"אנגלית","3","allocate","להקצות"
"אנגלית","3","announcement","הכרזה"
"אנגלית","3","annually","שנתי"
"אנגלית","3","appoint","למנות"
"אנגלית","3","approach","גישה"
"אנגלית","3","approximately","בערך, בקירוב"
"אנגלית","3","astronomy","אסטרונומיה"
"אנגלית","3","attention","תשומת לב"
"אנגלית","3","attribute","לייחס, לקשר"
"אנגלית","3","attribute","תכונה, מאפיין"
"אנגלית","3","aware","מודע"
"אנגלית","3","balance","שיווי משקל"
"אנגלית","3","balance","איזון, לאזן"
"אנגלית","3","ban","חרם, איסור"
"אנגלית","3","belief","אמונה"
"אנגלית","3","bend","לכופף"
"אנגלית","3","beware","היזהר"
"אנגלית","3","borrow","להשאיל"
"אנגלית","3","brief","תדריך, תקציר"
"אנגלית","3","briefly","בקצרה"
"אנגלית","3","bright","בהיר, ברור"
"אנגלית","3","by no means","ללא ספק, בשום אופן"
"אנגלית","3","by now","עד עתה"
"אנגלית","3","capable","מסוגל, יכול"
"אנגלית","3","capacity","יכולת, סמכות, תפקיד"
"אנגלית","3","capacity","קיבולת"
"אנגלית","3","capital","עיר בירה"
"אנגלית","3","capital","ראשי, משמעותי"
"אנגלית","3","capital","הון"
"אנגלית","3","capital","אות גדולה"
"אנגלית","3","capital punishment","עונש מוות"
"אנגלית","3","capitalize","לנצל"
"אנגלית","3","certain","מסוים"
"אנגלית","3","certain","בטוח"
"אנגלית","3","certainty","וודאות"
"אנגלית","3","character","אות, תו"
"אנגלית","3","character","אופי"
"אנגלית","3","character","דמות"
"אנגלית","3","characteristic","מאפיין"
"אנגלית","3","choice","בחירה"
"אנגלית","3","choose","לבחור"
"אנגלית","3","circumstance","מצב, תנאי, נסיבות"
"אנגלית","3","civil","אזרחי"
"אנגלית","3","civil","אדיב"
"אנגלית","3","class","כיתה"
"אנגלית","3","class","מעמד"
"אנגלית","3","class","סוג"
"אנגלית","3","classify","לסווג, מסווג"
"אנגלית","3","colony","מושבה"
"אנגלית","3","combine","לצרף, לשלב"
"אנגלית","3","common","נפוץ, משותף"
"אנגלית","3","communal","משותף, ציבורי"
"אנגלית","3","communicate","לתקשר"
"אנגלית","3","community","קהילה"
"אנגלית","3","company","חברה"
"אנגלית","3","comparable","בר-השוואה"
"אנגלית","3","compare","להשוות"
"אנגלית","3","comparison","השוואה"
"אנגלית","3","comprehend","להבין"
"אנגלית","3","comprehension","הבנה"
"אנגלית","3","concentrate","להתרכז"
"אנגלית","3","conclude","לסיים"
"אנגלית","3","conclude","להסיק"
"אנגלית","3","conclusion","מסקנה"
"אנגלית","3","conclusively","סופית, באופן החלטי"
"אנגלית","3","confirm","לאשר, לאמת"
"אנגלית","3","continuation","המשך"
"אנגלית","3","cooperation","שיתוף פעולה"
"אנגלית","3","core","ליבה"
"אנגלית","3","crisis","משבר"
"אנגלית","3","cure","מרפא"
"אנגלית","3","decide","להחליט"
"אנגלית","3","decline","לרדת"
"אנגלית","3","decline","לדחות"
"אנגלית","3","decline","ירידה"
"אנגלית","3","decrease","ירידה, הפחתה"
"אנגלית","3","decrease","להפחית, לצמצם"
"אנגלית","3","deduce","להסיק"
"אנגלית","3","demand","לדרוש, דרישה"
"אנגלית","3","deny","לסרב"
"אנגלית","3","deny","להכחיש"
"אנגלית","3","depart","לעזוב"
"אנגלית","3","derive","לשאוב, להפיק, לגזור מ-"
"אנגלית","3","descend","ירד, הדרדר"
"אנגלית","3","descendent","צאצא"
"אנגלית","3","deserve","מגיע (לו)"
"אנגלית","3","destiny","גורל"
"אנגלית","3","devote","להקדיש"
"אנגלית","3","direct","לכוון"
"אנגלית","3","direct","לביים"
"אנגלית","3","direct","ישיר, כנה"
"אנגלית","3","direction","כיוון"
"אנגלית","3","disadvantage","חסרון"
"אנגלית","3","disclose","לגלות, לחשוף"
"אנגלית","3","discover","לגלות"
"אנגלית","3","discoveries","תגליות"
"אנגלית","3","discuss","לדון, להתווכח"
"אנגלית","3","disprove","להפריך"
"אנגלית","3","distinct","ברור, נפרד"
"אנגלית","3","distress","מצוקה"
"אנגלית","3","diverge","לסטות"
"אנגלית","3","diversity","מגוון"
"אנגלית","3","divide","לחלק"
"אנגלית","3","doubt","ספק, להטיל ספק"
"אנגלית","3","edit","לערוך"
"אנגלית","3","edition","מהדורה"
"אנגלית","3","editor","עורך"
"אנגלית","3","emperor","שליט, קיסר"
"אנגלית","3","empire","אימפריה"
"אנגלית","3","enable","לאפשר"
"אנגלית","3","enormous","עצום"
"אנגלית","3","enough","מספיק"
"אנגלית","3","era","עידן"
"אנגלית","3","essential","חיוני"
"אנגלית","3","evaluate","להעריך, לאמוד"
"אנגלית","3","evaluation","הערכה"
"אנגלית","3","even","אפילו"
"אנגלית","3","even","זוגי (מספר)"
"אנגלית","3","even","ליישר, להשוות"
"אנגלית","3","evenly","באופן שווה"
"אנגלית","3","except for","למעט"
"אנגלית","3","exercise","תרגיל"
"אנגלית","3","exercise","להתאמן"
"אנגלית","3","exercise","לממש, ליישם"
"אנגלית","3","expect","לצפות"
"אנגלית","3","expectations","ציפיות"
"אנגלית","3","explain","להסביר"
"אנגלית","3","explanation","הסבר"
"אנגלית","3","express","לבטא"
"אנגלית","3","express","מהיר"
"אנגלית","3","expression","ביטוי"
"אנגלית","3","extreme","קיצוני"
"אנגלית","3","face","פונה ל-, עם הפנים ל-"
"אנגלית","3","face","פנים"
"אנגלית","3","facial","שקשור בפנים"
"אנגלית","3","financial","כספי"
"אנגלית","3","forbid","לאסור"
"אנגלית","3","form","צורה"
"אנגלית","3","form","ליצור, להקים"
"אנגלית","3","formal","רשמי"
"אנגלית","3","forth","הלאה, קדימה"
"אנגלית","3","general","כללי"
"אנגלית","3","General","גנרל (דרגה צבאית)"
"אנגלית","3","generally","באופן כללי"
"אנגלית","3","gross","ענק, דוחה"
"אנגלית","3","gross","ברוטו, גלמי"
"אנגלית","3","growth","צמיחה, גדילה"
"אנגלית","3","habit","הרגל"
"אנגלית","3","habitat","סביבת מגורים"
"אנגלית","3","health","בריאות"
"אנגלית","3","heavily","מאוד, במידה רבה"
"אנגלית","3","heavy","כבד"
"אנגלית","3","hope","תקווה, לקוות"
"אנגלית","3","human","אנושי"
"אנגלית","3","human being","בן-אדם, אנוש"
"אנגלית","3","identical","זהה"
"אנגלית","3","implicate","לסבך, לערב"
"אנגלית","3","implications","השלכות, משמעות"
"אנגלית","3","importance","חשיבות"
"אנגלית","3","important","חשוב"
"אנגלית","3","inadequate","לקוי, לא מספיק"
"אנגלית","3","income","הכנסה"
"אנגלית","3","incomprehensible","לא מובן"
"אנגלית","3","indicate","להצביע על"
"אנגלית","3","indication","אינדיקציה, סימן ל-"
"אנגלית","3","inhabit","ליישב, לאכלס"
"אנגלית","3","inhabitants","תושבים"
"אנגלית","3","initial","התחלתי, ראשוני"
"אנגלית","3","initial","ראשי תיבות"
"אנגלית","3","initiated","יזם, התחיל, אִתְחֵל"
"אנגלית","3","international","בינלאומי"
"אנגלית","3","island","אי"
"אנגלית","3","isle","אי"
"אנגלית","3","issue","גיליון"
"אנגלית","3","issue","להוציא לאור, להפיץ"
"אנגלית","3","issue","נושא, עניין, סוגיה"
"אנגלית","3","jewel","תכשיט"
"אנגלית","3","join","להצטרף, לחבר"
"אנגלית","3","joint","משותף"
"אנגלית","3","joint","מפרק, חיבור"
"אנגלית","3","judge","לשפוט"
"אנגלית","3","judge","שופט"
"אנגלית","3","lack","מחסור"
"אנגלית","3","language","שפה"
"אנגלית","3","large","גדול"
"אנגלית","3","largest","הגדול ביותר"
"אנגלית","3","law","חוק"
"אנגלית","3","lawyer","עורך-דין"
"אנגלית","3","legal","משפטי"
"אנגלית","3","legal","חוקי"
"אנגלית","3","legalize","להפוך חוקי, לאשר"
"אנגלית","3","less","פחות"
"אנגלית","3","lethal","קטלני"
"אנגלית","3","level","רמה, דרגה, מפלס"
"אנגלית","3","level","לאזן, להשוות"
"אנגלית","3","likely","סביר"
"אנגלית","3","local","מקומי"
"אנגלית","3","locate","לאתר"
"אנגלית","3","malfunction","כשל, ליקוי"
"אנגלית","3","massacre","טֶבַח"
"אנגלית","3","medicine","רפואה, תרופה"
"אנגלית","3","medieval","מתקופת ימי הביניים"
"אנגלית","3","merchandise","מוצרים, סחורה"
"אנגלית","3","mere","רק, לא יותר מ-"
"אנגלית","3","merely","רק, לא יותר מ-"
"אנגלית","3","middle","אמצע"
"אנגלית","3","mortal","אנושי, בן תמותה"
